zip_code,po_name,count_open_parks,year,all_school,countyname
27330,Sanford,9,2006,12,Moore County
27330,Sanford,9,2006,12,Lee County
27330,Sanford,9,2006,12,Chatham County
27330,Sanford,9,2007,12,Moore County
27330,Sanford,9,2007,12,Lee County
27330,Sanford,9,2007,12,Chatham County
27330,Sanford,9,2008,12,Moore County
27330,Sanford,9,2008,12,Lee County
27330,Sanford,9,2008,12,Chatham County
27330,Sanford,9,2009,13,Moore County
27330,Sanford,9,2009,13,Lee County
27330,Sanford,9,2009,13,Chatham County
27330,Sanford,9,2010,13,Moore County
27330,Sanford,9,2010,13,Lee County
27330,Sanford,9,2010,13,Chatham County
27330,Sanford,9,2011,11,Moore County
27330,Sanford,9,2011,11,Lee County
27330,Sanford,9,2011,11,Chatham County
27330,Sanford,9,2012,11,Moore County
27330,Sanford,9,2012,11,Lee County
27330,Sanford,9,2012,11,Chatham County
27330,Sanford,9,2013,11,Moore County
27330,Sanford,9,2013,11,Lee County
27330,Sanford,9,2013,11,Chatham County
27330,Sanford,9,2014,11,Moore County
27330,Sanford,9,2014,11,Lee County
27330,Sanford,9,2014,11,Chatham County
27330,Sanford,9,2015,11,Moore County
27330,Sanford,9,2015,11,Lee County
27330,Sanford,9,2015,11,Chatham County
27330,Sanford,9,2016,11,Moore County
27330,Sanford,9,2016,11,Lee County
27330,Sanford,9,2016,11,Chatham County
27330,Sanford,9,2017,11,Moore County
27330,Sanford,9,2017,11,Lee County
27330,Sanford,9,2017,11,Chatham County
27330,Sanford,9,2018,12,Moore County
27330,Sanford,9,2018,12,Lee County
27330,Sanford,9,2018,12,Chatham County
27331,Sanford,9,2000,9,Lee County
27331,Sanford,9,2001,8,Lee County
27331,Sanford,9,2002,8,Lee County
27331,Sanford,9,2003,9,Lee County
27331,Sanford,9,2004,9,Lee County
27331,Sanford,9,2005,11,Lee County
27331,Sanford,9,2006,12,Lee County
27331,Sanford,9,2007,12,Lee County
27331,Sanford,9,2008,12,Lee County
27331,Sanford,9,2009,13,Lee County
27331,Sanford,9,2010,13,Lee County
27331,Sanford,9,2011,11,Lee County
27331,Sanford,9,2012,11,Lee County
27331,Sanford,9,2013,11,Lee County
27331,Sanford,9,2014,11,Lee County
27331,Sanford,9,2015,11,Lee County
27331,Sanford,9,2016,11,Lee County
27331,Sanford,9,2017,11,Lee County
27331,Sanford,9,2018,12,Lee County
27239,Denton,1,2000,3,Randolph County
27239,Denton,1,2000,3,Davidson County
27239,Denton,1,2001,3,Randolph County
27239,Denton,1,2001,3,Davidson County
27239,Denton,1,2002,3,Randolph County
27239,Denton,1,2002,3,Davidson County
27239,Denton,1,2003,3,Randolph County
27239,Denton,1,2003,3,Davidson County
27239,Denton,1,2004,3,Randolph County
27239,Denton,1,2004,3,Davidson County
27239,Denton,1,2005,3,Randolph County
27239,Denton,1,2005,3,Davidson County
27239,Denton,1,2006,3,Randolph County
27239,Denton,1,2006,3,Davidson County
27239,Denton,1,2007,3,Randolph County
27239,Denton,1,2007,3,Davidson County
27239,Denton,1,2008,3,Randolph County
27239,Denton,1,2008,3,Davidson County
27239,Denton,1,2009,3,Randolph County
27239,Denton,1,2009,3,Davidson County
27239,Denton,1,2010,3,Randolph County
27239,Denton,1,2010,3,Davidson County
27239,Denton,1,2011,3,Randolph County
27239,Denton,1,2011,3,Davidson County
27239,Denton,1,2012,3,Randolph County
27239,Denton,1,2012,3,Davidson County
27239,Denton,1,2013,3,Randolph County
27239,Denton,1,2013,3,Davidson County
27239,Denton,1,2014,3,Randolph County
27239,Denton,1,2014,3,Davidson County
27239,Denton,1,2015,3,Randolph County
27239,Denton,1,2015,3,Davidson County
27239,Denton,1,2016,3,Randolph County
27239,Denton,1,2016,3,Davidson County
27239,Denton,1,2017,3,Randolph County
27239,Denton,1,2017,3,Davidson County
27239,Denton,1,2018,3,Randolph County
27239,Denton,1,2018,3,Davidson County
27242,Eagle Springs,0,2006,1,Moore County
27242,Eagle Springs,0,2007,1,Moore County
27242,Eagle Springs,0,2008,1,Moore County
27242,Eagle Springs,0,2009,1,Moore County
27242,Eagle Springs,0,2010,1,Moore County
27242,Eagle Springs,0,2011,1,Moore County
27242,Eagle Springs,0,2012,1,Moore County
27243,Efland,0,2004,1,Orange County
27243,Efland,0,2005,1,Orange County
27243,Efland,0,2006,2,Orange County
27243,Efland,0,2007,2,Orange County
27243,Efland,0,2008,2,Orange County
27243,Efland,0,2009,2,Orange County
27243,Efland,0,2010,2,Orange County
27243,Efland,0,2011,2,Orange County
27243,Efland,0,2012,2,Orange County
27243,Efland,0,2013,2,Orange County
27243,Efland,0,2014,2,Orange County
27243,Efland,0,2015,2,Orange County
27243,Efland,0,2016,2,Orange County
27243,Efland,0,2017,2,Orange County
27243,Efland,0,2018,2,Orange County
27247,Ether,2,2004,1,Montgomery County
27247,Ether,2,2005,1,Montgomery County
27247,Ether,2,2006,1,Montgomery County
27247,Ether,2,2007,1,Montgomery County
27247,Ether,2,2008,1,Montgomery County
27247,Ether,2,2009,2,Montgomery County
27247,Ether,2,2010,2,Montgomery County
27247,Ether,2,2011,2,Montgomery County
27247,Ether,2,2012,2,Montgomery County
27247,Ether,2,2013,2,Montgomery County
27247,Ether,2,2014,2,Montgomery County
27247,Ether,2,2015,2,Montgomery County
27247,Ether,2,2016,1,Montgomery County
27247,Ether,2,2017,1,Montgomery County
27247,Ether,2,2018,1,Montgomery County
27356,Star,2,2004,1,Moore County
27356,Star,2,2004,1,Montgomery County
27356,Star,2,2005,1,Moore County
27356,Star,2,2005,1,Montgomery County
27356,Star,2,2006,1,Moore County
27356,Star,2,2006,1,Montgomery County
27356,Star,2,2007,1,Moore County
27356,Star,2,2007,1,Montgomery County
27356,Star,2,2008,1,Moore County
27356,Star,2,2008,1,Montgomery County
27356,Star,2,2009,2,Moore County
27356,Star,2,2009,2,Montgomery County
27356,Star,2,2010,2,Moore County
27356,Star,2,2010,2,Montgomery County
27356,Star,2,2011,2,Moore County
27356,Star,2,2011,2,Montgomery County
27356,Star,2,2012,2,Moore County
27356,Star,2,2012,2,Montgomery County
27356,Star,2,2013,2,Moore County
27356,Star,2,2013,2,Montgomery County
27356,Star,2,2014,2,Moore County
27356,Star,2,2014,2,Montgomery County
27356,Star,2,2015,2,Moore County
27356,Star,2,2015,2,Montgomery County
27356,Star,2,2016,1,Moore County
27356,Star,2,2016,1,Montgomery County
27356,Star,2,2017,1,Moore County
27356,Star,2,2017,1,Montgomery County
27356,Star,2,2018,1,Moore County
27356,Star,2,2018,1,Montgomery County
27249,Gibsonville,3,2000,4,Rockingham County
27249,Gibsonville,3,2000,4,Guilford County
27249,Gibsonville,3,2000,4,Caswell County
27249,Gibsonville,3,2000,4,Alamance County
27249,Gibsonville,3,2001,4,Rockingham County
27249,Gibsonville,3,2001,4,Guilford County
27249,Gibsonville,3,2001,4,Caswell County
27249,Gibsonville,3,2001,4,Alamance County
27249,Gibsonville,3,2002,4,Rockingham County
27249,Gibsonville,3,2002,4,Guilford County
27249,Gibsonville,3,2002,4,Caswell County
27249,Gibsonville,3,2002,4,Alamance County
27249,Gibsonville,3,2003,5,Rockingham County
27249,Gibsonville,3,2003,5,Guilford County
27249,Gibsonville,3,2003,5,Caswell County
27249,Gibsonville,3,2003,5,Alamance County
27249,Gibsonville,3,2004,5,Rockingham County
27249,Gibsonville,3,2004,5,Guilford County
27249,Gibsonville,3,2004,5,Caswell County
27249,Gibsonville,3,2004,5,Alamance County
27249,Gibsonville,3,2005,5,Rockingham County
27249,Gibsonville,3,2005,5,Guilford County
27249,Gibsonville,3,2005,5,Caswell County
27249,Gibsonville,3,2005,5,Alamance County
27249,Gibsonville,3,2006,5,Rockingham County
27249,Gibsonville,3,2006,5,Guilford County
27249,Gibsonville,3,2006,5,Caswell County
27249,Gibsonville,3,2006,5,Alamance County
27249,Gibsonville,3,2007,5,Rockingham County
27249,Gibsonville,3,2007,5,Guilford County
27249,Gibsonville,3,2007,5,Caswell County
27249,Gibsonville,3,2007,5,Alamance County
27249,Gibsonville,3,2008,4,Rockingham County
27249,Gibsonville,3,2008,4,Guilford County
27249,Gibsonville,3,2008,4,Caswell County
27249,Gibsonville,3,2008,4,Alamance County
27249,Gibsonville,3,2009,4,Rockingham County
27249,Gibsonville,3,2009,4,Guilford County
27249,Gibsonville,3,2009,4,Caswell County
27249,Gibsonville,3,2009,4,Alamance County
27249,Gibsonville,3,2010,5,Rockingham County
27249,Gibsonville,3,2010,5,Guilford County
27249,Gibsonville,3,2010,5,Caswell County
27249,Gibsonville,3,2010,5,Alamance County
27249,Gibsonville,3,2011,4,Rockingham County
27249,Gibsonville,3,2011,4,Guilford County
27249,Gibsonville,3,2011,4,Caswell County
27249,Gibsonville,3,2011,4,Alamance County
27249,Gibsonville,3,2012,4,Rockingham County
27249,Gibsonville,3,2012,4,Guilford County
27249,Gibsonville,3,2012,4,Caswell County
27249,Gibsonville,3,2012,4,Alamance County
27249,Gibsonville,3,2013,4,Rockingham County
27249,Gibsonville,3,2013,4,Guilford County
27249,Gibsonville,3,2013,4,Caswell County
27249,Gibsonville,3,2013,4,Alamance County
27249,Gibsonville,3,2014,4,Rockingham County
27249,Gibsonville,3,2014,4,Guilford County
27249,Gibsonville,3,2014,4,Caswell County
27249,Gibsonville,3,2014,4,Alamance County
27249,Gibsonville,3,2015,4,Rockingham County
27249,Gibsonville,3,2015,4,Guilford County
27249,Gibsonville,3,2015,4,Caswell County
27249,Gibsonville,3,2015,4,Alamance County
27249,Gibsonville,3,2016,4,Rockingham County
27249,Gibsonville,3,2016,4,Guilford County
27249,Gibsonville,3,2016,4,Caswell County
27249,Gibsonville,3,2016,4,Alamance County
27249,Gibsonville,3,2017,5,Rockingham County
27249,Gibsonville,3,2017,5,Guilford County
27249,Gibsonville,3,2017,5,Caswell County
27249,Gibsonville,3,2017,5,Alamance County
27249,Gibsonville,3,2018,5,Rockingham County
27249,Gibsonville,3,2018,5,Guilford County
27249,Gibsonville,3,2018,5,Caswell County
27249,Gibsonville,3,2018,5,Alamance County
27342,Sedalia,3,2000,4,Guilford County
27342,Sedalia,3,2001,4,Guilford County
27342,Sedalia,3,2002,4,Guilford County
27342,Sedalia,3,2003,5,Guilford County
27342,Sedalia,3,2004,5,Guilford County
27342,Sedalia,3,2005,5,Guilford County
27342,Sedalia,3,2006,5,Guilford County
27342,Sedalia,3,2007,5,Guilford County
27342,Sedalia,3,2008,4,Guilford County
27342,Sedalia,3,2009,4,Guilford County
27342,Sedalia,3,2010,5,Guilford County
27342,Sedalia,3,2011,4,Guilford County
27342,Sedalia,3,2012,4,Guilford County
27342,Sedalia,3,2013,4,Guilford County
27342,Sedalia,3,2014,4,Guilford County
27342,Sedalia,3,2015,4,Guilford County
27342,Sedalia,3,2016,4,Guilford County
27342,Sedalia,3,2017,5,Guilford County
27342,Sedalia,3,2018,5,Guilford County
27252,Goldston,0,2004,1,Moore County
27252,Goldston,0,2004,1,Chatham County
27252,Goldston,0,2005,1,Moore County
27252,Goldston,0,2005,1,Chatham County
27252,Goldston,0,2006,1,Moore County
27252,Goldston,0,2006,1,Chatham County
27252,Goldston,0,2007,1,Moore County
27252,Goldston,0,2007,1,Chatham County
27252,Goldston,0,2008,1,Moore County
27252,Goldston,0,2008,1,Chatham County
27252,Goldston,0,2009,1,Moore County
27252,Goldston,0,2009,1,Chatham County
27252,Goldston,0,2010,1,Moore County
27252,Goldston,0,2010,1,Chatham County
27252,Goldston,0,2011,1,Moore County
27252,Goldston,0,2011,1,Chatham County
27252,Goldston,0,2012,1,Moore County
27252,Goldston,0,2012,1,Chatham County
27252,Goldston,0,2013,1,Moore County
27252,Goldston,0,2013,1,Chatham County
27252,Goldston,0,2014,1,Moore County
27252,Goldston,0,2014,1,Chatham County
27252,Goldston,0,2015,1,Moore County
27252,Goldston,0,2015,1,Chatham County
27252,Goldston,0,2016,1,Moore County
27252,Goldston,0,2016,1,Chatham County
27252,Goldston,0,2017,1,Moore County
27252,Goldston,0,2017,1,Chatham County
27252,Goldston,0,2018,1,Moore County
27252,Goldston,0,2018,1,Chatham County
27256,Gulf,0,2004,1,Chatham County
27256,Gulf,0,2005,1,Chatham County
27256,Gulf,0,2006,1,Chatham County
27256,Gulf,0,2007,1,Chatham County
27256,Gulf,0,2008,1,Chatham County
27256,Gulf,0,2009,1,Chatham County
27256,Gulf,0,2010,1,Chatham County
27256,Gulf,0,2011,1,Chatham County
27256,Gulf,0,2012,1,Chatham County
27256,Gulf,0,2013,1,Chatham County
27256,Gulf,0,2014,1,Chatham County
27256,Gulf,0,2015,1,Chatham County
27256,Gulf,0,2016,1,Chatham County
27256,Gulf,0,2017,1,Chatham County
27256,Gulf,0,2018,1,Chatham County
27253,Graham,4,2000,7,Alamance County
27253,Graham,4,2001,7,Alamance County
27253,Graham,4,2002,7,Alamance County
27253,Graham,4,2003,9,Alamance County
27253,Graham,4,2004,10,Alamance County
27253,Graham,4,2005,12,Alamance County
27253,Graham,4,2006,12,Alamance County
27253,Graham,4,2007,11,Alamance County
27253,Graham,4,2008,11,Alamance County
27253,Graham,4,2009,11,Alamance County
27253,Graham,4,2010,11,Alamance County
27253,Graham,4,2011,11,Alamance County
27253,Graham,4,2012,12,Alamance County
27253,Graham,4,2013,12,Alamance County
27253,Graham,4,2014,12,Alamance County
27253,Graham,4,2015,12,Alamance County
27253,Graham,4,2016,12,Alamance County
27253,Graham,4,2017,12,Alamance County
27253,Graham,4,2018,12,Alamance County
27359,Swepsonville,4,2000,7,Alamance County
27359,Swepsonville,4,2001,7,Alamance County
27359,Swepsonville,4,2002,7,Alamance County
27359,Swepsonville,4,2003,9,Alamance County
27359,Swepsonville,4,2004,10,Alamance County
27359,Swepsonville,4,2005,12,Alamance County
27359,Swepsonville,4,2006,12,Alamance County
27359,Swepsonville,4,2007,11,Alamance County
27359,Swepsonville,4,2008,11,Alamance County
27359,Swepsonville,4,2009,11,Alamance County
27359,Swepsonville,4,2010,11,Alamance County
27359,Swepsonville,4,2011,11,Alamance County
27359,Swepsonville,4,2012,12,Alamance County
27359,Swepsonville,4,2013,12,Alamance County
27359,Swepsonville,4,2014,12,Alamance County
27359,Swepsonville,4,2015,12,Alamance County
27359,Swepsonville,4,2016,12,Alamance County
27359,Swepsonville,4,2017,12,Alamance County
27359,Swepsonville,4,2018,12,Alamance County
27258,Haw River,1,2000,1,Alamance County
27258,Haw River,1,2001,1,Alamance County
27258,Haw River,1,2002,1,Alamance County
27258,Haw River,1,2003,1,Alamance County
27258,Haw River,1,2004,1,Alamance County
27258,Haw River,1,2005,1,Alamance County
27258,Haw River,1,2006,2,Alamance County
27258,Haw River,1,2007,2,Alamance County
27258,Haw River,1,2008,2,Alamance County
27258,Haw River,1,2009,2,Alamance County
27258,Haw River,1,2010,2,Alamance County
27258,Haw River,1,2011,2,Alamance County
27258,Haw River,1,2012,2,Alamance County
27258,Haw River,1,2013,2,Alamance County
27258,Haw River,1,2014,2,Alamance County
27258,Haw River,1,2015,2,Alamance County
27258,Haw River,1,2016,2,Alamance County
27258,Haw River,1,2017,2,Alamance County
27258,Haw River,1,2018,2,Alamance County
27259,Highfalls,0,2000,1,Moore County
27259,Highfalls,0,2003,2,Moore County
27259,Highfalls,0,2004,3,Moore County
27259,Highfalls,0,2005,3,Moore County
27259,Highfalls,0,2006,3,Moore County
27259,Highfalls,0,2007,3,Moore County
27259,Highfalls,0,2008,4,Moore County
27259,Highfalls,0,2009,4,Moore County
27259,Highfalls,0,2010,4,Moore County
27259,Highfalls,0,2011,4,Moore County
27259,Highfalls,0,2012,4,Moore County
27259,Highfalls,0,2013,4,Moore County
27259,Highfalls,0,2014,4,Moore County
27259,Highfalls,0,2015,4,Moore County
27259,Highfalls,0,2016,4,Moore County
27259,Highfalls,0,2017,4,Moore County
27259,Highfalls,0,2018,4,Moore County
27325,Robbins,0,2000,1,Randolph County
27325,Robbins,0,2000,1,Moore County
27325,Robbins,0,2003,2,Randolph County
27325,Robbins,0,2003,2,Moore County
27325,Robbins,0,2004,3,Randolph County
27325,Robbins,0,2004,3,Moore County
27325,Robbins,0,2005,3,Randolph County
27325,Robbins,0,2005,3,Moore County
27325,Robbins,0,2006,3,Randolph County
27325,Robbins,0,2006,3,Moore County
27325,Robbins,0,2007,3,Randolph County
27325,Robbins,0,2007,3,Moore County
27325,Robbins,0,2008,4,Randolph County
27325,Robbins,0,2008,4,Moore County
27325,Robbins,0,2009,4,Randolph County
27325,Robbins,0,2009,4,Moore County
27325,Robbins,0,2010,4,Randolph County
27325,Robbins,0,2010,4,Moore County
27325,Robbins,0,2011,4,Randolph County
27325,Robbins,0,2011,4,Moore County
27325,Robbins,0,2012,4,Randolph County
27325,Robbins,0,2012,4,Moore County
27325,Robbins,0,2013,4,Randolph County
27325,Robbins,0,2013,4,Moore County
27325,Robbins,0,2014,4,Randolph County
27325,Robbins,0,2014,4,Moore County
27325,Robbins,0,2015,4,Randolph County
27325,Robbins,0,2015,4,Moore County
27325,Robbins,0,2016,4,Randolph County
27325,Robbins,0,2016,4,Moore County
27325,Robbins,0,2017,4,Randolph County
27325,Robbins,0,2017,4,Moore County
27325,Robbins,0,2018,4,Randolph County
27325,Robbins,0,2018,4,Moore County
27260,High Point,20,2000,4,Randolph County
27260,High Point,20,2000,4,Guilford County
27260,High Point,20,2001,4,Randolph County
27260,High Point,20,2001,4,Guilford County
27260,High Point,20,2002,4,Randolph County
27260,High Point,20,2002,4,Guilford County
27260,High Point,20,2003,6,Randolph County
27260,High Point,20,2003,6,Guilford County
27260,High Point,20,2004,6,Randolph County
27260,High Point,20,2004,6,Guilford County
27260,High Point,20,2005,9,Randolph County
27260,High Point,20,2005,9,Guilford County
27260,High Point,20,2006,9,Randolph County
27260,High Point,20,2006,9,Guilford County
27260,High Point,20,2007,9,Randolph County
27260,High Point,20,2007,9,Guilford County
27260,High Point,20,2008,9,Randolph County
27260,High Point,20,2008,9,Guilford County
27260,High Point,20,2009,8,Randolph County
27260,High Point,20,2009,8,Guilford County
27260,High Point,20,2010,8,Randolph County
27260,High Point,20,2010,8,Guilford County
27260,High Point,20,2011,8,Randolph County
27260,High Point,20,2011,8,Guilford County
27260,High Point,20,2012,8,Randolph County
27260,High Point,20,2012,8,Guilford County
27260,High Point,20,2013,7,Randolph County
27260,High Point,20,2013,7,Guilford County
27260,High Point,20,2014,7,Randolph County
27260,High Point,20,2014,7,Guilford County
27260,High Point,20,2015,7,Randolph County
27260,High Point,20,2015,7,Guilford County
27260,High Point,20,2016,7,Randolph County
27260,High Point,20,2016,7,Guilford County
27260,High Point,20,2017,7,Randolph County
27260,High Point,20,2017,7,Guilford County
27260,High Point,20,2018,7,Randolph County
27260,High Point,20,2018,7,Guilford County
27261,High Point,20,2000,4,Guilford County
27261,High Point,20,2001,4,Guilford County
27261,High Point,20,2002,4,Guilford County
27261,High Point,20,2003,6,Guilford County
27261,High Point,20,2004,6,Guilford County
27261,High Point,20,2005,9,Guilford County
27261,High Point,20,2006,9,Guilford County
27261,High Point,20,2007,9,Guilford County
27261,High Point,20,2008,9,Guilford County
27261,High Point,20,2009,8,Guilford County
27261,High Point,20,2010,8,Guilford County
27261,High Point,20,2011,8,Guilford County
27261,High Point,20,2012,8,Guilford County
27261,High Point,20,2013,7,Guilford County
27261,High Point,20,2014,7,Guilford County
27261,High Point,20,2015,7,Guilford County
27261,High Point,20,2016,7,Guilford County
27261,High Point,20,2017,7,Guilford County
27261,High Point,20,2018,7,Guilford County
27262,High Point,12,2000,7,Randolph County
27262,High Point,12,2000,7,Guilford County
27262,High Point,12,2000,7,Davidson County
27262,High Point,12,2001,7,Randolph County
27262,High Point,12,2001,7,Guilford County
27262,High Point,12,2001,7,Davidson County
27262,High Point,12,2002,7,Randolph County
27262,High Point,12,2002,7,Guilford County
27262,High Point,12,2002,7,Davidson County
27262,High Point,12,2003,6,Randolph County
27262,High Point,12,2003,6,Guilford County
27262,High Point,12,2003,6,Davidson County
27262,High Point,12,2004,6,Randolph County
27262,High Point,12,2004,6,Guilford County
27262,High Point,12,2004,6,Davidson County
27262,High Point,12,2005,10,Randolph County
27262,High Point,12,2005,10,Guilford County
27262,High Point,12,2005,10,Davidson County
27262,High Point,12,2006,10,Randolph County
27262,High Point,12,2006,10,Guilford County
27262,High Point,12,2006,10,Davidson County
27262,High Point,12,2007,11,Randolph County
27262,High Point,12,2007,11,Guilford County
27262,High Point,12,2007,11,Davidson County
27262,High Point,12,2008,11,Randolph County
27262,High Point,12,2008,11,Guilford County
27262,High Point,12,2008,11,Davidson County
27262,High Point,12,2009,10,Randolph County
27262,High Point,12,2009,10,Guilford County
27262,High Point,12,2009,10,Davidson County
27262,High Point,12,2010,10,Randolph County
27262,High Point,12,2010,10,Guilford County
27262,High Point,12,2010,10,Davidson County
27262,High Point,12,2011,12,Randolph County
27262,High Point,12,2011,12,Guilford County
27262,High Point,12,2011,12,Davidson County
27262,High Point,12,2012,13,Randolph County
27262,High Point,12,2012,13,Guilford County
27262,High Point,12,2012,13,Davidson County
27262,High Point,12,2013,12,Randolph County
27262,High Point,12,2013,12,Guilford County
27262,High Point,12,2013,12,Davidson County
27262,High Point,12,2014,12,Randolph County
27262,High Point,12,2014,12,Guilford County
27262,High Point,12,2014,12,Davidson County
27262,High Point,12,2015,13,Randolph County
27262,High Point,12,2015,13,Guilford County
27262,High Point,12,2015,13,Davidson County
27262,High Point,12,2016,13,Randolph County
27262,High Point,12,2016,13,Guilford County
27262,High Point,12,2016,13,Davidson County
27262,High Point,12,2017,12,Randolph County
27262,High Point,12,2017,12,Guilford County
27262,High Point,12,2017,12,Davidson County
27262,High Point,12,2018,12,Randolph County
27262,High Point,12,2018,12,Guilford County
27262,High Point,12,2018,12,Davidson County
27263,High Point,3,2000,6,Randolph County
27263,High Point,3,2000,6,Guilford County
27263,High Point,3,2001,6,Randolph County
27263,High Point,3,2001,6,Guilford County
27263,High Point,3,2002,6,Randolph County
27263,High Point,3,2002,6,Guilford County
27263,High Point,3,2003,7,Randolph County
27263,High Point,3,2003,7,Guilford County
27263,High Point,3,2004,7,Randolph County
27263,High Point,3,2004,7,Guilford County
27263,High Point,3,2005,9,Randolph County
27263,High Point,3,2005,9,Guilford County
27263,High Point,3,2006,9,Randolph County
27263,High Point,3,2006,9,Guilford County
27263,High Point,3,2007,7,Randolph County
27263,High Point,3,2007,7,Guilford County
27263,High Point,3,2008,6,Randolph County
27263,High Point,3,2008,6,Guilford County
27263,High Point,3,2009,6,Randolph County
27263,High Point,3,2009,6,Guilford County
27263,High Point,3,2010,6,Randolph County
27263,High Point,3,2010,6,Guilford County
27263,High Point,3,2011,8,Randolph County
27263,High Point,3,2011,8,Guilford County
27263,High Point,3,2012,8,Randolph County
27263,High Point,3,2012,8,Guilford County
27263,High Point,3,2013,8,Randolph County
27263,High Point,3,2013,8,Guilford County
27263,High Point,3,2014,8,Randolph County
27263,High Point,3,2014,8,Guilford County
27263,High Point,3,2015,7,Randolph County
27263,High Point,3,2015,7,Guilford County
27263,High Point,3,2016,7,Randolph County
27263,High Point,3,2016,7,Guilford County
27263,High Point,3,2017,8,Randolph County
27263,High Point,3,2017,8,Guilford County
27263,High Point,3,2018,8,Randolph County
27263,High Point,3,2018,8,Guilford County
27265,High Point,13,2000,8,Guilford County
27265,High Point,13,2000,8,Forsyth County
27265,High Point,13,2000,8,Davidson County
27265,High Point,13,2001,8,Guilford County
27265,High Point,13,2001,8,Forsyth County
27265,High Point,13,2001,8,Davidson County
27265,High Point,13,2002,8,Guilford County
27265,High Point,13,2002,8,Forsyth County
27265,High Point,13,2002,8,Davidson County
27265,High Point,13,2003,9,Guilford County
27265,High Point,13,2003,9,Forsyth County
27265,High Point,13,2003,9,Davidson County
27265,High Point,13,2004,9,Guilford County
27265,High Point,13,2004,9,Forsyth County
27265,High Point,13,2004,9,Davidson County
27265,High Point,13,2005,13,Guilford County
27265,High Point,13,2005,13,Forsyth County
27265,High Point,13,2005,13,Davidson County
27265,High Point,13,2006,13,Guilford County
27265,High Point,13,2006,13,Forsyth County
27265,High Point,13,2006,13,Davidson County
27265,High Point,13,2007,13,Guilford County
27265,High Point,13,2007,13,Forsyth County
27265,High Point,13,2007,13,Davidson County
27265,High Point,13,2008,13,Guilford County
27265,High Point,13,2008,13,Forsyth County
27265,High Point,13,2008,13,Davidson County
27265,High Point,13,2009,14,Guilford County
27265,High Point,13,2009,14,Forsyth County
27265,High Point,13,2009,14,Davidson County
27265,High Point,13,2010,14,Guilford County
27265,High Point,13,2010,14,Forsyth County
27265,High Point,13,2010,14,Davidson County
27265,High Point,13,2011,13,Guilford County
27265,High Point,13,2011,13,Forsyth County
27265,High Point,13,2011,13,Davidson County
27265,High Point,13,2012,13,Guilford County
27265,High Point,13,2012,13,Forsyth County
27265,High Point,13,2012,13,Davidson County
27265,High Point,13,2013,13,Guilford County
27265,High Point,13,2013,13,Forsyth County
27265,High Point,13,2013,13,Davidson County
27265,High Point,13,2014,13,Guilford County
27265,High Point,13,2014,13,Forsyth County
27265,High Point,13,2014,13,Davidson County
27265,High Point,13,2015,13,Guilford County
27265,High Point,13,2015,13,Forsyth County
27265,High Point,13,2015,13,Davidson County
27265,High Point,13,2016,13,Guilford County
27265,High Point,13,2016,13,Forsyth County
27265,High Point,13,2016,13,Davidson County
27265,High Point,13,2017,13,Guilford County
27265,High Point,13,2017,13,Forsyth County
27265,High Point,13,2017,13,Davidson County
27265,High Point,13,2018,13,Guilford County
27265,High Point,13,2018,13,Forsyth County
27265,High Point,13,2018,13,Davidson County
27278,Hillsborough,8,2000,8,Orange County
27278,Hillsborough,8,2000,8,Durham County
27278,Hillsborough,8,2001,7,Orange County
27278,Hillsborough,8,2001,7,Durham County
27278,Hillsborough,8,2002,9,Orange County
27278,Hillsborough,8,2002,9,Durham County
27278,Hillsborough,8,2003,9,Orange County
27278,Hillsborough,8,2003,9,Durham County
27278,Hillsborough,8,2004,9,Orange County
27278,Hillsborough,8,2004,9,Durham County
27278,Hillsborough,8,2005,13,Orange County
27278,Hillsborough,8,2005,13,Durham County
27278,Hillsborough,8,2006,13,Orange County
27278,Hillsborough,8,2006,13,Durham County
27278,Hillsborough,8,2007,12,Orange County
27278,Hillsborough,8,2007,12,Durham County
27278,Hillsborough,8,2008,11,Orange County
27278,Hillsborough,8,2008,11,Durham County
27278,Hillsborough,8,2009,12,Orange County
27278,Hillsborough,8,2009,12,Durham County
27278,Hillsborough,8,2010,11,Orange County
27278,Hillsborough,8,2010,11,Durham County
27278,Hillsborough,8,2011,10,Orange County
27278,Hillsborough,8,2011,10,Durham County
27278,Hillsborough,8,2012,10,Orange County
27278,Hillsborough,8,2012,10,Durham County
27278,Hillsborough,8,2013,11,Orange County
27278,Hillsborough,8,2013,11,Durham County
27278,Hillsborough,8,2014,12,Orange County
27278,Hillsborough,8,2014,12,Durham County
27278,Hillsborough,8,2015,11,Orange County
27278,Hillsborough,8,2015,11,Durham County
27278,Hillsborough,8,2016,11,Orange County
27278,Hillsborough,8,2016,11,Durham County
27278,Hillsborough,8,2017,11,Orange County
27278,Hillsborough,8,2017,11,Durham County
27278,Hillsborough,8,2018,11,Orange County
27278,Hillsborough,8,2018,11,Durham County
27282,Jamestown,4,2000,1,Guilford County
27282,Jamestown,4,2001,2,Guilford County
27282,Jamestown,4,2002,2,Guilford County
27282,Jamestown,4,2003,5,Guilford County
27282,Jamestown,4,2004,5,Guilford County
27282,Jamestown,4,2005,5,Guilford County
27282,Jamestown,4,2006,5,Guilford County
27282,Jamestown,4,2007,5,Guilford County
27282,Jamestown,4,2008,5,Guilford County
27282,Jamestown,4,2009,5,Guilford County
27282,Jamestown,4,2010,5,Guilford County
27282,Jamestown,4,2011,6,Guilford County
27282,Jamestown,4,2012,4,Guilford County
